date,minute,MatchID,x,y,xG,result,team,Home_Away,player,player_assisted,Shot type
2023-11-25 14:30:00,30,23171,0.8569999694824219,0.3240000152587891,0.06515482813119888,MissedShots,Bayer Leverkusen,a,Jeremie Frimpong,Jonas Hofmann,RightFoot
2023-11-25 14:30:00,36,23171,0.9130000305175782,0.524000015258789,0.11763909459114075,MissedShots,Bayer Leverkusen,a,Piero Hincapié,Álex Grimaldo,Head
2023-11-25 14:30:00,41,23171,0.904000015258789,0.36400001525878906,0.27001798152923584,Goal,Bayer Leverkusen,a,Jeremie Frimpong,Piero Hincapié,RightFoot
2023-11-25 14:30:00,48,23171,0.8859999847412109,0.6709999847412109,0.058734964579343796,MissedShots,Bayer Leverkusen,a,Álex Grimaldo,Jeremie Frimpong,LeftFoot
2023-11-25 14:30:00,55,23171,0.8419999694824218,0.40900001525878904,0.0985274612903595,MissedShots,Bayer Leverkusen,a,Victor Boniface,Jeremie Frimpong,RightFoot
2023-11-25 14:30:00,68,23171,0.879000015258789,0.6890000152587891,0.07388270646333694,BlockedShot,Bayer Leverkusen,a,Victor Boniface,Granit Xhaka,LeftFoot
2023-11-25 14:30:00,75,23171,0.9459999847412109,0.6759999847412109,0.2275039106607437,Goal,Bayer Leverkusen,a,Álex Grimaldo,Amine Adli,LeftFoot
2023-11-25 14:30:00,81,23171,0.7869999694824219,0.595,0.03629586845636368,BlockedShot,Bayer Leverkusen,a,Jonas Hofmann,Álex Grimaldo,RightFoot
2023-11-25 14:30:00,86,23171,0.8669999694824219,0.6759999847412109,0.09938999265432358,SavedShot,Bayer Leverkusen,a,Adam Hlozek,Exequiel Palacios,RightFoot
2023-11-25 14:30:00,86,23171,0.855999984741211,0.3129999923706055,0.02862182818353176,SavedShot,Bayer Leverkusen,a,Jonas Hofmann,,RightFoot
2023-11-25 14:30:00,91,23171,0.8859999847412109,0.6220000076293946,0.10022228956222534,BlockedShot,Bayer Leverkusen,a,Nadiem Amiri,Amine Adli,RightFoot
2023-12-03 16:30:00,6,23175,0.8080000305175781,0.5320000076293945,0.04457082599401474,SavedShot,Bayer Leverkusen,h,Exequiel Palacios,,LeftFoot
2023-12-03 16:30:00,13,23175,0.7759999847412109,0.34900001525878904,0.02085835486650467,SavedShot,Bayer Leverkusen,h,Granit Xhaka,Jonas Hofmann,LeftFoot
2023-12-03 16:30:00,18,23175,0.785,0.5609999847412109,0.03267185017466545,MissedShots,Bayer Leverkusen,h,Jonas Hofmann,,RightFoot
2023-12-03 16:30:00,20,23175,0.7440000152587891,0.3220000076293945,0.012935440056025982,MissedShots,Bayer Leverkusen,h,Granit Xhaka,,LeftFoot
2023-12-03 16:30:00,25,23175,0.960999984741211,0.3820000076293945,0.14613166451454163,MissedShots,Bayer Leverkusen,h,Jonathan Tah,Jonas Hofmann,RightFoot
2023-12-03 16:30:00,30,23175,0.730999984741211,0.629000015258789,0.047717344015836716,SavedShot,Bayer Leverkusen,h,Álex Grimaldo,,LeftFoot
2023-12-03 16:30:00,37,23175,0.905,0.45,0.09071949869394302,MissedShots,Bayer Leverkusen,h,Victor Boniface,Florian Wirtz,Head
2023-12-03 16:30:00,42,23175,0.7369999694824219,0.5640000152587891,0.019109439104795456,MissedShots,Bayer Leverkusen,h,Exequiel Palacios,Granit Xhaka,RightFoot
2023-12-03 16:30:00,46,23175,0.7330000305175781,0.33299999237060546,0.016065333038568497,BlockedShot,Bayer Leverkusen,h,Granit Xhaka,Odilon Kossounou,LeftFoot
2023-12-03 16:30:00,47,23175,0.749000015258789,0.4540000152587891,0.02665136195719242,BlockedShot,Bayer Leverkusen,h,Jeremie Frimpong,Exequiel Palacios,RightFoot
2023-12-03 16:30:00,47,23175,0.7780000305175782,0.575,0.02450259029865265,MissedShots,Bayer Leverkusen,h,Jeremie Frimpong,Jonas Hofmann,RightFoot
2023-12-03 16:30:00,48,23175,0.8530000305175781,0.49700000762939456,0.0852535143494606,MissedShots,Bayer Leverkusen,h,Granit Xhaka,Victor Boniface,LeftFoot
2023-12-03 16:30:00,49,23175,0.6980000305175781,0.5590000152587891,0.014276874251663685,MissedShots,Bayer Leverkusen,h,Álex Grimaldo,Jeremie Frimpong,LeftFoot
2023-12-03 16:30:00,51,23175,0.9630000305175781,0.395,0.054075587540864944,MissedShots,Bayer Leverkusen,h,Odilon Kossounou,Jonas Hofmann,RightFoot
2023-12-03 16:30:00,60,23175,0.7909999847412109,0.3559999847412109,0.02613564021885395,BlockedShot,Bayer Leverkusen,h,Jonas Hofmann,,RightFoot
2023-12-03 16:30:00,61,23175,0.9230000305175782,0.45799999237060546,0.08749125897884369,BlockedShot,Bayer Leverkusen,h,Exequiel Palacios,Álex Grimaldo,RightFoot
2023-12-03 16:30:00,61,23175,0.815,0.28899999618530275,0.027575843036174774,SavedShot,Bayer Leverkusen,h,Florian Wirtz,,LeftFoot
2023-12-03 16:30:00,62,23175,0.7630000305175781,0.29,0.019379228353500366,MissedShots,Bayer Leverkusen,h,Álex Grimaldo,Florian Wirtz,LeftFoot
2023-12-03 16:30:00,72,23175,0.7519999694824219,0.624000015258789,0.02162993513047695,MissedShots,Bayer Leverkusen,h,Álex Grimaldo,Granit Xhaka,LeftFoot
2023-12-03 16:30:00,72,23175,0.8109999847412109,0.4620000076293945,0.0434705950319767,MissedShots,Bayer Leverkusen,h,Granit Xhaka,Florian Wirtz,LeftFoot
2023-12-03 16:30:00,77,23175,0.8569999694824219,0.375,0.0526619628071785,MissedShots,Bayer Leverkusen,h,Florian Wirtz,,RightFoot
2023-12-03 16:30:00,78,23175,0.985999984741211,0.5159999847412109,0.9502363204956055,Goal,Bayer Leverkusen,h,Victor Boniface,,RightFoot
2023-12-03 16:30:00,86,23175,0.860999984741211,0.5570000076293945,0.061716388911008835,SavedShot,Bayer Leverkusen,h,Victor Boniface,Amine Adli,LeftFoot
2023-12-03 16:30:00,87,23175,0.9619999694824218,0.3970000076293945,0.04046200215816498,MissedShots,Bayer Leverkusen,h,Patrik Schick,Granit Xhaka,Head
2023-12-03 16:30:00,4,23175,0.9309999847412109,0.545,0.5677531361579895,Goal,Borussia Dortmund,a,Julian Ryerson,Niclas Füllkrug,LeftFoot
2023-12-03 16:30:00,35,23175,0.8490000152587891,0.5479999923706055,0.10548582673072815,BlockedShot,Borussia Dortmund,a,Jamie Bynoe-Gittens,Emre Can,RightFoot
2023-12-03 16:30:00,53,23175,0.85,0.495,0.08834247291088104,BlockedShot,Borussia Dortmund,a,Julian Brandt,,RightFoot
2023-12-03 16:30:00,53,23175,0.7319999694824219,0.2989999961853027,0.021363168954849243,SavedShot,Borussia Dortmund,a,Julian Brandt,Nico Schlotterbeck,RightFoot
2023-12-03 16:30:00,67,23175,0.93,0.69,0.07721038907766342,MissedShots,Borussia Dortmund,a,Niclas Füllkrug,Marco Reus,LeftFoot
2023-12-03 16:30:00,94,23175,0.919000015258789,0.4809999847412109,0.40072011947631836,MissedShots,Borussia Dortmund,a,Niclas Füllkrug,,Head
2023-12-10 14:30:00,2,23189,0.885,0.6959999847412109,0.052560873329639435,SavedShot,VfB Stuttgart,h,Chris Führich,Serhou Guirassy,RightFoot
2023-12-10 14:30:00,6,23189,0.715999984741211,0.625999984741211,0.04162650555372238,SavedShot,VfB Stuttgart,h,Serhou Guirassy,,RightFoot
2023-12-10 14:30:00,6,23189,0.950999984741211,0.5879999923706055,0.487305611371994,BlockedShot,VfB Stuttgart,h,Deniz Undav,,LeftFoot
2023-12-10 14:30:00,6,23189,0.905,0.4829999923706055,0.48761698603630066,BlockedShot,VfB Stuttgart,h,Joshua Vagnoman,,RightFoot
2023-12-10 14:30:00,6,23189,0.9030000305175782,0.4370000076293945,0.052760206162929535,MissedShots,VfB Stuttgart,h,Dan-Axel Zagadou,Angelo Stiller,Head
2023-12-10 14:30:00,13,23189,0.9080000305175782,0.3370000076293945,0.03987700864672661,MissedShots,VfB Stuttgart,h,Deniz Undav,Enzo Millot,RightFoot
2023-12-10 14:30:00,14,23189,0.7480000305175781,0.47099998474121096,0.041586920619010925,BlockedShot,VfB Stuttgart,h,Serhou Guirassy,Waldemar Anton,RightFoot
2023-12-10 14:30:00,16,23189,0.8780000305175781,0.5479999923706055,0.11315283924341202,SavedShot,VfB Stuttgart,h,Deniz Undav,Maximilian Mittelstädt,LeftFoot
2023-12-10 14:30:00,18,23189,0.565,0.04199999809265137,0.005177824292331934,SavedShot,VfB Stuttgart,h,Deniz Undav,Enzo Millot,RightFoot
2023-12-10 14:30:00,24,23189,0.875,0.509000015258789,0.3255670964717865,SavedShot,VfB Stuttgart,h,Serhou Guirassy,Chris Führich,RightFoot
2023-12-10 14:30:00,24,23189,0.9519999694824218,0.65,0.07619225233793259,SavedShot,VfB Stuttgart,h,Chris Führich,,RightFoot
2023-12-10 14:30:00,35,23189,0.8030000305175782,0.6990000152587891,0.026105163618922234,MissedShots,VfB Stuttgart,h,Maximilian Mittelstädt,Dan-Axel Zagadou,LeftFoot
2023-12-10 14:30:00,36,23189,0.7440000152587891,0.5170000076293946,0.02205861359834671,SavedShot,VfB Stuttgart,h,Deniz Undav,Serhou Guirassy,RightFoot
2023-12-10 14:30:00,39,23189,0.9619999694824218,0.524000015258789,0.7281137108802795,Goal,VfB Stuttgart,h,Chris Führich,Joshua Vagnoman,RightFoot
2023-12-10 14:30:00,41,23189,0.7719999694824219,0.515,0.04935052990913391,BlockedShot,VfB Stuttgart,h,Atakan Karazor,Serhou Guirassy,RightFoot
2023-12-10 14:30:00,44,23189,0.8919999694824219,0.45,0.05865229666233063,SavedShot,VfB Stuttgart,h,Deniz Undav,Chris Führich,RightFoot
2023-12-10 14:30:00,47,23189,0.88,0.5479999923706055,0.12465676665306091,BlockedShot,VfB Stuttgart,h,Deniz Undav,Angelo Stiller,RightFoot
2023-12-10 14:30:00,48,23189,0.6990000152587891,0.53,0.02287619188427925,MissedShots,VfB Stuttgart,h,Chris Führich,Atakan Karazor,RightFoot
2023-12-10 14:30:00,56,23189,0.8130000305175781,0.28399999618530275,0.025577867403626442,MissedShots,VfB Stuttgart,h,Waldemar Anton,Atakan Karazor,RightFoot
2023-12-10 14:30:00,69,23189,0.79,0.3870000076293945,0.026675036177039146,MissedShots,VfB Stuttgart,h,Deniz Undav,Atakan Karazor,LeftFoot
2023-12-10 14:30:00,80,23189,0.7619999694824219,0.4829999923706055,0.026723820716142654,SavedShot,VfB Stuttgart,h,Angelo Stiller,Jamie Leweling,LeftFoot
2023-12-10 14:30:00,92,23189,0.7809999847412109,0.3659999847412109,0.01476328819990158,MissedShots,VfB Stuttgart,h,Silas Wamangituka,,LeftFoot
2023-12-10 14:30:00,8,23189,0.9490000152587891,0.6769999694824219,0.11280383914709091,ShotOnPost,Bayer Leverkusen,a,Amine Adli,Victor Boniface,LeftFoot
2023-12-10 14:30:00,23,23189,0.8769999694824219,0.47700000762939454,0.11904441565275192,SavedShot,Bayer Leverkusen,a,Victor Boniface,Jeremie Frimpong,RightFoot
2023-12-10 14:30:00,25,23189,0.815,0.6719999694824219,0.026265960186719894,BlockedShot,Bayer Leverkusen,a,Jeremie Frimpong,Edmond Tapsoba,RightFoot
2023-12-10 14:30:00,26,23189,0.9059999847412109,0.43900001525878907,0.06094898283481598,MissedShots,Bayer Leverkusen,a,Jonathan Tah,Álex Grimaldo,Head
2023-12-10 14:30:00,28,23189,0.8819999694824219,0.7040000152587891,0.04808913916349411,BlockedShot,Bayer Leverkusen,a,Álex Grimaldo,Jeremie Frimpong,LeftFoot
2023-12-10 14:30:00,29,23189,0.9219999694824219,0.49700000762939456,0.11228714138269424,MissedShots,Bayer Leverkusen,a,Amine Adli,Álex Grimaldo,Head
2023-12-10 14:30:00,32,23189,0.8469999694824218,0.6909999847412109,0.06667844951152802,MissedShots,Bayer Leverkusen,a,Victor Boniface,Amine Adli,RightFoot
2023-12-10 14:30:00,34,23189,0.8830000305175781,0.625999984741211,0.09139804542064667,BlockedShot,Bayer Leverkusen,a,Florian Wirtz,Álex Grimaldo,RightFoot
2023-12-10 14:30:00,46,23189,0.9269999694824219,0.46,0.4579062759876251,Goal,Bayer Leverkusen,a,Florian Wirtz,Victor Boniface,RightFoot
2023-12-10 14:30:00,48,23189,0.7280000305175781,0.5129999923706055,0.017222976312041283,ShotOnPost,Bayer Leverkusen,a,Granit Xhaka,Jonathan Tah,LeftFoot
2023-12-10 14:30:00,52,23189,0.9059999847412109,0.5459999847412109,0.03284450247883797,SavedShot,Bayer Leverkusen,a,Victor Boniface,Exequiel Palacios,Head
2023-12-10 14:30:00,54,23189,0.94,0.6619999694824219,0.0774795413017273,BlockedShot,Bayer Leverkusen,a,Álex Grimaldo,Florian Wirtz,LeftFoot
2023-12-10 14:30:00,59,23189,0.8980000305175782,0.7380000305175781,0.03828105330467224,BlockedShot,Bayer Leverkusen,a,Victor Boniface,Granit Xhaka,RightFoot
2023-12-10 14:30:00,60,23189,0.7630000305175781,0.6619999694824219,0.014193748123943806,BlockedShot,Bayer Leverkusen,a,Álex Grimaldo,Granit Xhaka,LeftFoot
2023-12-10 14:30:00,72,23189,0.8490000152587891,0.35400001525878905,0.03519337996840477,SavedShot,Bayer Leverkusen,a,Jeremie Frimpong,,LeftFoot
2023-12-10 14:30:00,86,23189,0.8590000152587891,0.5320000076293945,0.05763069540262222,MissedShots,Bayer Leverkusen,a,Jonathan Tah,Piero Hincapié,RightFoot
2023-12-10 14:30:00,88,23189,0.9109999847412109,0.43900001525878907,0.08800513297319412,BlockedShot,Bayer Leverkusen,a,Patrik Schick,Jeremie Frimpong,Head
2023-12-10 14:30:00,89,23189,0.9430000305175781,0.6,0.01801728829741478,SavedShot,Bayer Leverkusen,a,Jonathan Tah,Álex Grimaldo,Head
2023-12-17 16:30:00,13,23194,0.8719999694824219,0.66,0.062256790697574615,Goal,Bayer Leverkusen,h,Victor Boniface,Florian Wirtz,RightFoot
2023-12-17 16:30:00,33,23194,0.775,0.43,0.08792459964752197,ShotOnPost,Bayer Leverkusen,h,Álex Grimaldo,,LeftFoot
2023-12-17 16:30:00,49,23194,0.899000015258789,0.5790000152587891,0.10900475829839706,MissedShots,Bayer Leverkusen,h,Florian Wirtz,,RightFoot
2023-12-17 16:30:00,50,23194,0.8830000305175781,0.6329999923706054,0.09625686705112457,SavedShot,Bayer Leverkusen,h,Victor Boniface,Exequiel Palacios,RightFoot
2023-12-17 16:30:00,50,23194,0.9540000152587891,0.48400001525878905,0.6832647323608398,Goal,Bayer Leverkusen,h,Jeremie Frimpong,,LeftFoot
2023-12-17 16:30:00,56,23194,0.8640000152587891,0.6719999694824219,0.20008425414562225,Goal,Bayer Leverkusen,h,Florian Wirtz,Victor Boniface,RightFoot
2023-12-17 16:30:00,69,23194,0.8119999694824219,0.6320000076293946,0.03898187354207039,MissedShots,Bayer Leverkusen,h,Álex Grimaldo,,RightFoot
2023-12-17 16:30:00,72,23194,0.88,0.46099998474121096,0.040151290595531464,SavedShot,Bayer Leverkusen,h,Patrik Schick,Jeremie Frimpong,Head
2023-12-17 16:30:00,75,23194,0.794000015258789,0.5770000076293945,0.07371313124895096,BlockedShot,Bayer Leverkusen,h,Florian Wirtz,,RightFoot
2023-12-17 16:30:00,80,23194,0.8419999694824218,0.6669999694824219,0.12882162630558014,ShotOnPost,Bayer Leverkusen,h,Florian Wirtz,Jeremie Frimpong,RightFoot
2023-12-17 16:30:00,81,23194,0.8080000305175781,0.5070000076293946,0.08536900579929352,MissedShots,Bayer Leverkusen,h,Odilon Kossounou,Florian Wirtz,LeftFoot
2023-12-17 16:30:00,83,23194,0.9730000305175781,0.5770000076293945,0.4796726703643799,ShotOnPost,Bayer Leverkusen,h,Piero Hincapié,Nathan Tella,LeftFoot
2023-12-17 16:30:00,83,23194,0.74,0.3890000152587891,0.015785008668899536,MissedShots,Bayer Leverkusen,h,Granit Xhaka,,LeftFoot
2023-12-17 16:30:00,89,23194,0.9640000152587891,0.5720000076293945,0.4639534056186676,MissedShots,Bayer Leverkusen,h,Edmond Tapsoba,Álex Grimaldo,LeftFoot
2023-12-17 16:30:00,4,23194,0.84,0.5259999847412109,0.05459750071167946,SavedShot,Eintracht Frankfurt,a,William Pacho,Niels Nkounkou,LeftFoot
2023-12-17 16:30:00,26,23194,0.8780000305175781,0.5609999847412109,0.07562164962291718,BlockedShot,Eintracht Frankfurt,a,Tuta,William Pacho,RightFoot
2023-12-17 16:30:00,69,23194,0.8780000305175781,0.695,0.05937302112579346,SavedShot,Eintracht Frankfurt,a,Farès Chaïbi,Ansgar Knauff,RightFoot
2023-12-17 16:30:00,93,23194,0.735,0.5429999923706055,0.01565268263220787,BlockedShot,Eintracht Frankfurt,a,Aurélio Buta,,RightFoot
2023-12-20 19:30:00,10,23202,0.8869999694824219,0.5970000076293945,0.15650159120559692,BlockedShot,Bayer Leverkusen,h,Florian Wirtz,Jeremie Frimpong,RightFoot
2023-12-20 19:30:00,29,23202,0.885,0.5,0.75777667760849,Goal,Bayer Leverkusen,h,Patrik Schick,,LeftFoot
2023-12-20 19:30:00,31,23202,0.860999984741211,0.46799999237060547,0.3473788797855377,Goal,Bayer Leverkusen,h,Patrik Schick,Jeremie Frimpong,LeftFoot
2023-12-20 19:30:00,33,23202,0.8769999694824219,0.36,0.08438660949468613,SavedShot,Bayer Leverkusen,h,Jeremie Frimpong,Jonas Hofmann,RightFoot
2023-12-20 19:30:00,34,23202,0.9390000152587891,0.5359999847412109,0.065955251455307,BlockedShot,Bayer Leverkusen,h,Piero Hincapié,Álex Grimaldo,Head
2023-12-20 19:30:00,40,23202,0.879000015258789,0.5170000076293946,0.13575345277786255,MissedShots,Bayer Leverkusen,h,Patrik Schick,Jeremie Frimpong,LeftFoot
2023-12-20 19:30:00,41,23202,0.8119999694824219,0.5,0.09930072724819183,SavedShot,Bayer Leverkusen,h,Jonas Hofmann,Patrik Schick,RightFoot
2023-12-20 19:30:00,42,23202,0.9180000305175782,0.5320000076293945,0.5658696293830872,MissedShots,Bayer Leverkusen,h,Álex Grimaldo,Jonas Hofmann,RightFoot
2023-12-20 19:30:00,45,23202,0.9540000152587891,0.47200000762939454,0.1332278549671173,Goal,Bayer Leverkusen,h,Patrik Schick,Álex Grimaldo,Head
2023-12-20 19:30:00,59,23202,0.8619999694824219,0.41900001525878905,0.12119069695472717,BlockedShot,Bayer Leverkusen,h,Jonas Hofmann,Florian Wirtz,RightFoot
2023-12-20 19:30:00,68,23202,0.8969999694824219,0.36400001525878906,0.4323171377182007,Goal,Bayer Leverkusen,h,Victor Boniface,Florian Wirtz,RightFoot
2023-12-20 19:30:00,75,23202,0.875999984741211,0.43,0.12927347421646118,MissedShots,Bayer Leverkusen,h,Adam Hlozek,Jeremie Frimpong,RightFoot
2023-12-20 19:30:00,81,23202,0.960999984741211,0.51,0.07469012588262558,MissedShots,Bayer Leverkusen,h,Adam Hlozek,Álex Grimaldo,Head
2023-12-20 19:30:00,81,23202,0.8719999694824219,0.549000015258789,0.0626443549990654,SavedShot,Bayer Leverkusen,h,Edmond Tapsoba,Josip Stanisic,LeftFoot
2023-12-20 19:30:00,91,23202,0.8169999694824219,0.4229999923706055,0.07573864609003067,MissedShots,Bayer Leverkusen,h,Gustavo Puerta,Victor Boniface,RightFoot
2023-12-20 19:30:00,93,23202,0.845,0.325,0.09139855951070786,SavedShot,Bayer Leverkusen,h,Jeremie Frimpong,Victor Boniface,RightFoot
2023-12-20 19:30:00,9,23202,0.86,0.425,0.07985249161720276,BlockedShot,Bochum,a,Christopher Antwi-Adjei,Anthony Losilla,RightFoot
2023-12-20 19:30:00,13,23202,0.8719999694824219,0.515,0.08022210747003555,BlockedShot,Bochum,a,Gonçalo Paciência,,LeftFoot
2023-12-20 19:30:00,14,23202,0.7780000305175782,0.5359999847412109,0.02607102505862713,BlockedShot,Bochum,a,Matús Bero,,LeftFoot
2023-12-20 19:30:00,23,23202,0.9119999694824219,0.5990000152587891,0.027229763567447662,SavedShot,Bochum,a,Bernardo,Christopher Antwi-Adjei,Head
2023-12-20 19:30:00,48,23202,0.9359999847412109,0.36,0.068761445581913,MissedShots,Bochum,a,Anthony Losilla,Christopher Antwi-Adjei,RightFoot
2023-12-20 19:30:00,92,23202,0.860999984741211,0.634000015258789,0.04537605866789818,BlockedShot,Bochum,a,Patrick Osterhage,,LeftFoot
2024-01-13 14:30:00,11,23216,0.7430000305175781,0.385,0.014354989863932133,MissedShots,Augsburg,h,Ruben Vargas,,RightFoot
2024-01-13 14:30:00,21,23216,0.805,0.48900001525878906,0.034102436155080795,MissedShots,Augsburg,h,Ermedin Demirovic,Finn Dahmen,RightFoot
2024-01-13 14:30:00,37,23216,0.9590000152587891,0.3509999847412109,0.3241596221923828,MissedShots,Augsburg,h,Phillip Tietz,Ermedin Demirovic,RightFoot
2024-01-13 14:30:00,47,23216,0.9390000152587891,0.35200000762939454,0.07259383797645569,MissedShots,Augsburg,h,Ermedin Demirovic,Ruben Vargas,RightFoot
2024-01-13 14:30:00,17,23216,0.7780000305175782,0.6309999847412109,0.025294745340943336,SavedShot,Bayer Leverkusen,a,Álex Grimaldo,Exequiel Palacios,LeftFoot
2024-01-13 14:30:00,17,23216,0.9130000305175782,0.47900001525878905,0.10777295380830765,SavedShot,Bayer Leverkusen,a,Adam Hlozek,Jeremie Frimpong,Head
2024-01-13 14:30:00,27,23216,0.7569999694824219,0.7030000305175781,0.016906531527638435,ShotOnPost,Bayer Leverkusen,a,Álex Grimaldo,Jeremie Frimpong,LeftFoot
2024-01-13 14:30:00,31,23216,0.8569999694824219,0.51,0.10065549612045288,BlockedShot,Bayer Leverkusen,a,Jonas Hofmann,Adam Hlozek,RightFoot
2024-01-13 14:30:00,31,23216,0.7680000305175781,0.4979999923706055,0.02162044495344162,MissedShots,Bayer Leverkusen,a,Granit Xhaka,,LeftFoot
2024-01-13 14:30:00,33,23216,0.9,0.505,0.2957516610622406,SavedShot,Bayer Leverkusen,a,Patrik Schick,Jeremie Frimpong,Head
2024-01-13 14:30:00,36,23216,0.9740000152587891,0.5879999923706055,0.2153884470462799,SavedShot,Bayer Leverkusen,a,Robert Andrich,Álex Grimaldo,Head
2024-01-13 14:30:00,42,23216,0.7240000152587891,0.40400001525878904,0.02460489422082901,MissedShots,Bayer Leverkusen,a,Exequiel Palacios,Granit Xhaka,RightFoot
2024-01-13 14:30:00,47,23216,0.754000015258789,0.4809999847412109,0.022670315578579903,MissedShots,Bayer Leverkusen,a,Exequiel Palacios,Jeremie Frimpong,RightFoot
2024-01-13 14:30:00,49,23216,0.7530000305175781,0.6830000305175781,0.026459822431206703,MissedShots,Bayer Leverkusen,a,Exequiel Palacios,Granit Xhaka,RightFoot
2024-01-13 14:30:00,52,23216,0.7969999694824219,0.62,0.024126647040247917,BlockedShot,Bayer Leverkusen,a,Granit Xhaka,,LeftFoot
2024-01-13 14:30:00,53,23216,0.855999984741211,0.445,0.017901934683322906,MissedShots,Bayer Leverkusen,a,Granit Xhaka,Jonas Hofmann,Head
2024-01-13 14:30:00,56,23216,0.765,0.6630000305175782,0.020907321944832802,BlockedShot,Bayer Leverkusen,a,Piero Hincapié,Exequiel Palacios,LeftFoot
2024-01-13 14:30:00,58,23216,0.9109999847412109,0.47700000762939454,0.3769972622394562,MissedShots,Bayer Leverkusen,a,Patrik Schick,Jonas Hofmann,Head
2024-01-13 14:30:00,64,23216,0.8059999847412109,0.4620000076293945,0.05517774447798729,BlockedShot,Bayer Leverkusen,a,Patrik Schick,Granit Xhaka,LeftFoot
2024-01-13 14:30:00,64,23216,0.9069999694824219,0.3559999847412109,0.07781922072172165,MissedShots,Bayer Leverkusen,a,Jeremie Frimpong,Patrik Schick,RightFoot
2024-01-13 14:30:00,66,23216,0.9109999847412109,0.47700000762939454,0.09341883659362793,MissedShots,Bayer Leverkusen,a,Piero Hincapié,Álex Grimaldo,Head
2024-01-13 14:30:00,68,23216,0.9280000305175782,0.674000015258789,0.0743311420083046,MissedShots,Bayer Leverkusen,a,Florian Wirtz,Jonas Hofmann,RightFoot
2024-01-13 14:30:00,70,23216,0.8869999694824219,0.5570000076293945,0.08737951517105103,BlockedShot,Bayer Leverkusen,a,Patrik Schick,,LeftFoot
2024-01-13 14:30:00,75,23216,0.9269999694824219,0.595,0.03754888474941254,BlockedShot,Bayer Leverkusen,a,Álex Grimaldo,Josip Stanisic,Head
2024-01-13 14:30:00,81,23216,0.8780000305175781,0.35200000762939454,0.07444638013839722,MissedShots,Bayer Leverkusen,a,Jeremie Frimpong,Jonas Hofmann,RightFoot
2024-01-13 14:30:00,87,23216,0.79,0.625999984741211,0.03103080950677395,SavedShot,Bayer Leverkusen,a,Jonas Hofmann,Álex Grimaldo,RightFoot
2024-01-13 14:30:00,88,23216,0.7769999694824219,0.36,0.02550113946199417,BlockedShot,Bayer Leverkusen,a,Florian Wirtz,Exequiel Palacios,RightFoot
2024-01-13 14:30:00,93,23216,0.9130000305175782,0.5470000076293945,0.4660341441631317,Goal,Bayer Leverkusen,a,Exequiel Palacios,Álex Grimaldo,LeftFoot
2024-01-20 17:30:00,4,23219,0.8419999694824218,0.3170000076293945,0.04423576593399048,SavedShot,RasenBallsport Leipzig,h,Loïs Openda,,LeftFoot
2024-01-20 17:30:00,6,23219,0.8690000152587891,0.44599998474121094,0.06344691663980484,Goal,RasenBallsport Leipzig,h,Xavi Simons,Xaver Schlager,LeftFoot
2024-01-20 17:30:00,8,23219,0.9119999694824219,0.47900001525878905,0.5341440439224243,MissedShots,RasenBallsport Leipzig,h,Benjamin Sesko,Dani Olmo,RightFoot
2024-01-20 17:30:00,13,23219,0.7619999694824219,0.43099998474121093,0.03141438588500023,MissedShots,RasenBallsport Leipzig,h,Dani Olmo,Nicolas Seiwald,RightFoot
2024-01-20 17:30:00,20,23219,0.77,0.28600000381469726,0.02455860562622547,SavedShot,RasenBallsport Leipzig,h,Mohamed Simakan,Xavi Simons,RightFoot
2024-01-20 17:30:00,21,23219,0.950999984741211,0.3170000076293945,0.060144420713186264,SavedShot,RasenBallsport Leipzig,h,Mohamed Simakan,Xavi Simons,RightFoot
2024-01-20 17:30:00,41,23219,0.8830000305175781,0.615,0.1359642744064331,BlockedShot,RasenBallsport Leipzig,h,Benjamin Sesko,Loïs Openda,LeftFoot
2024-01-20 17:30:00,55,23219,0.899000015258789,0.590999984741211,0.5490572452545166,Goal,RasenBallsport Leipzig,h,Loïs Openda,Dani Olmo,LeftFoot
2024-01-20 17:30:00,58,23219,0.8619999694824219,0.35200000762939454,0.06953896582126617,SavedShot,RasenBallsport Leipzig,h,Benjamin Sesko,Xavi Simons,RightFoot
2024-01-20 17:30:00,93,23219,0.9359999847412109,0.5170000076293946,0.0820264145731926,MissedShots,RasenBallsport Leipzig,h,Benjamin Henrichs,David Raum,Head
2024-01-20 17:30:00,5,23219,0.749000015258789,0.44,0.02147400751709938,MissedShots,Bayer Leverkusen,a,Granit Xhaka,Jonas Hofmann,LeftFoot
2024-01-20 17:30:00,9,23219,0.8080000305175781,0.6359999847412109,0.03598284721374512,BlockedShot,Bayer Leverkusen,a,Florian Wirtz,Álex Grimaldo,RightFoot
2024-01-20 17:30:00,26,23219,0.7880000305175782,0.519000015258789,0.03973161801695824,MissedShots,Bayer Leverkusen,a,Exequiel Palacios,Jonas Hofmann,RightFoot
2024-01-20 17:30:00,30,23219,0.7519999694824219,0.3659999847412109,0.02084331400692463,MissedShots,Bayer Leverkusen,a,Jonas Hofmann,Granit Xhaka,RightFoot
2024-01-20 17:30:00,36,23219,0.8969999694824219,0.47400001525878904,0.035368017852306366,BlockedShot,Bayer Leverkusen,a,Patrik Schick,Álex Grimaldo,Head
2024-01-20 17:30:00,46,23219,0.965,0.445,0.4832737147808075,Goal,Bayer Leverkusen,a,Nathan Tella,Álex Grimaldo,RightFoot
